CIEL3, 25/05/2022, "3,19", 1, Compra, 0
CIEL3, 27/05/2022, "3,48", 1, Compra, 0
CIEL3, 31/05/2022, "3,45", 1, Compra, 0
CIEL3, 01/06/2022, "3,48", 245, Compra, 0
CMIG4, 01/06/2022, "7,37", 65, Compra, 0
CIEL3, 30/06/2022, "3,29", 822, Compra, 0
CMIG4, 30/06/2022, "6,79", 230, Compra, 0
CIEL3, 01/07/2022, "3,43", 243, Compra, 0
CMIG4, 01/07/2022, "6,86", 72, Compra, 0
CIEL3, 04/07/2022, "3,38", 1, Compra, 0
CIEL3, 05/07/2022, "3,36", 1, Compra, 0
CIEL3, 01/08/2022, "3,8", 216, Compra, 0
CMIG4, 01/08/2022, "7,31", 69, Compra, 0
CIEL3, 02/08/2022, "3,87", 1, Compra, 0
CIEL3, 17/08/2022, "4,83", 1, Compra, 0
CIEL3, 01/09/2022, "4,84", 159, Compra, 0
CMIG4, 01/09/2022, "7,94", 71, Compra, 0
CIEL3, 23/09/2022, "4,6", 64, Compra, 0
CMIG4, 23/09/2022, "7,74", 27, Compra, 0
CIEL3, 03/10/2022, "5,15", 145, Compra, 0
CMIG4, 03/10/2022, "7,93", 73, Compra, 0
CIEL3, 04/10/2022, "4,94", 1, Compra, 0
CIEL3, 01/11/2022, "4,9", 155, Compra, 0
CMIG4, 01/11/2022, "7,82", 73, Compra, 0
CIEL3, 24/11/2022, "4,49", 47, Compra, 0
CMIG4, 24/11/2022, "7,59", 19, Compra, 0
CIEL3, 25/11/2022, "4,29", 1, Compra, 0
CIEL3, 30/11/2022, "4,3", 1, Compra, 0
CIEL3, 01/12/2022, "4,14", 195, Compra, 0
CMIG4, 01/12/2022, "7,51", 70, Compra, 0
CIEL3, 05/12/2022, "3,95", 1, Compra, 0
CIEL3, 29/12/2022, "4,79", 636, Compra, 0
CMIG4, 29/12/2022, "7,53", 308, Compra, 0
CMIG4, 02/01/2023, "7,37", 102, Compra, 0
VIVT3, 02/01/2023, "34,76", 20, Compra, 0
CMIG4, 03/01/2023, "7,19", 1, Compra, 0
CMIG4, 04/01/2023, "7,28", 1, Compra, 0
CMIG4, 27/01/2023, "7,57", 80, Compra, 0
CMIG4, 01/02/2023, "7,71", 190, Compra, 0
CMIG4, 01/03/2023, "7,06", 207, Compra, 0
CMIG4, 03/03/2023, "6,95", 1, Compra, 0
CMIG4, 03/04/2023, "7,94", 185, Compra, 0
CMIG4, 31/05/2023, "8,11", 247, Compra, 0
CMIG4, 01/06/2023, "8,16", 180, Compra, 0
CIEL3, 18/09/2023, "3,33", 2631, Compra, 0
CIEL3, 29/09/2023, "3,31", 1, Compra, 0
CIEL3, 02/10/2023, "3,35", 437, Compra, 0
CIEL3, 18/10/2023, "3,32", 2, Compra, 0
CMIG4, 22/11/2023, "8,08", 181, Compra, 0
CMIG4, 23/11/2023, "7,81", 95, Compra, 0
CMIG4, 30/11/2023, "7,87", 1, Compra, 0
CMIG4, 01/12/2023, "7,82", 187, Compra, 0
